,geography,geographic_area_name,occupied_housing_units,occupied_housing_units_moe,median_monthly_costs_occupied_units,median_monthly_costs_occupied_units_moe,occupied_units_percentage,occupied_units_percentage_moe,owner_occupied_units,owner_occupied_units_moe,median_monthly_costs_owner_occupied,median_monthly_costs_owner_occupied_moe,owner_occupied_units_percentage,owner_occupied_units_percentage_moe,median_monthly_costs_owner_percentage,median_monthly_costs_owner_percentage_moe,renter_occupied_units,renter_occupied_units_moe,no_cash_rent_renter_units,no_cash_rent_renter_units_moe,median_monthly_costs_renter_units,median_monthly_costs_renter_units_moe,renter_occupied_units_percentage,renter_occupied_units_percentage_moe,median_monthly_costs_renter_percentage,median_monthly_costs_renter_percentage_moe
0,1400000US12001000201,Census Tract 2.01; Alachua County; Florida,1960,365,878,113,1960,365,151,78,612,343,151,78,612,343,1809,362,40,52,893,184,1809,362,893,184
1056,1400000US12031013731,Census Tract 137.31; Duval County; Florida,1588,150,1266,153,1588,150,1326,188,1174,161,1326,188,1174,161,262,143,0,15,1588,350,262,143,1588,350
1057,1400000US12031013732,Census Tract 137.32; Duval County; Florida,2183,311,1346,92,2183,311,1015,278,1111,786,1015,278,1111,786,1168,273,67,79,1401,97,1168,273,1401,97
1058,1400000US12031013733,Census Tract 137.33; Duval County; Florida,1994,194,1545,171,1994,194,1617,229,1488,301,1617,229,1488,301,377,195,51,78,1733,340,377,195,1733,340
1059,1400000US12031013800,Census Tract 138; Duval County; Florida,693,143,1703,77,693,143,83,30,917,718,83,30,917,718,610,145,15,17,1786,72,610,145,1786,72
1060,1400000US12031013901,Census Tract 139.01; Duval County; Florida,1702,319,1441,98,1702,319,894,222,1332,280,894,222,1332,280,808,260,0,21,1479,119,808,260,1479,119
1061,1400000US12031013902,Census Tract 139.02; Duval County; Florida,2012,173,1356,98,2012,173,1195,193,1374,153,1195,193,1374,153,817,198,28,49,1331,151,817,198,1331,151
1062,1400000US12031013904,Census Tract 139.04; Duval County; Florida,2019,356,1351,59,2019,356,556,118,933,351,556,118,933,351,1463,339,0,15,1389,48,1463,339,1389,48
1063,1400000US12031013905,Census Tract 139.05; Duval County; Florida,1815,191,1966,318,1815,191,1622,182,1809,546,1622,182,1809,546,193,86,11,17,2373,448,193,86,2373,448
1064,1400000US12031013906,Census Tract 139.06; Duval County; Florida,2122,179,1831,154,2122,179,1419,170,1621,348,1419,170,1621,348,703,148,77,48,2223,671,703,148,2223,671
1065,1400000US12031014001,Census Tract 140.01; Duval County; Florida,2051,185,1400,181,2051,185,1274,214,1276,411,1274,214,1276,411,777,196,13,20,1437,155,777,196,1437,155
1066,1400000US12031014002,Census Tract 140.02; Duval County; Florida,969,151,1770,160,969,151,840,153,1844,208,840,153,1844,208,129,64,0,15,1552,182,129,64,1552,182
1067,1400000US12031014101,Census Tract 141.01; Duval County; Florida,1842,238,1798,234,1842,238,1565,261,1647,246,1565,261,1647,246,277,118,0,15,2265,330,277,118,2265,330
1068,1400000US12031014103,Census Tract 141.03; Duval County; Florida,1324,187,1674,190,1324,187,631,135,1395,742,631,135,1395,742,693,127,0,15,1827,234,693,127,1827,234
1069,1400000US12031014104,Census Tract 141.04; Duval County; Florida,1084,241,2241,635,1084,241,608,221,2642,753,608,221,2642,753,476,168,0,15,1850,499,476,168,1850,499
1070,1400000US12031014203,Census Tract 142.03; Duval County; Florida,2331,310,1832,75,2331,310,1773,289,1654,467,1773,289,1654,467,558,190,0,15,1882,153,558,190,1882,153
1071,1400000US12031014204,Census Tract 142.04; Duval County; Florida,2164,277,1799,383,2164,277,1746,282,1712,333,1746,282,1712,333,418,202,38,58,2200,292,418,202,2200,292
1072,1400000US12031014205,Census Tract 142.05; Duval County; Florida,1453,244,1443,180,1453,244,498,149,1979,587,498,149,1979,587,955,251,66,109,1361,147,955,251,1361,147
1073,1400000US12031014206,Census Tract 142.06; Duval County; Florida,624,124,1662,138,624,124,431,109,1711,271,431,109,1711,271,193,68,0,15,1771,183,193,68,1771,183
1074,1400000US12031014311,Census Tract 143.11; Duval County; Florida,1959,199,1140,70,1959,199,770,149,590,241,770,149,590,241,1189,176,44,42,1208,87,1189,176,1208,87
1075,1400000US12031014312,Census Tract 143.12; Duval County; Florida,2665,381,1442,96,2665,381,1145,252,1168,182,1145,252,1168,182,1520,294,0,21,1497,127,1520,294,1497,127
1076,1400000US12031014328,Census Tract 143.28; Duval County; Florida,2372,260,1705,193,2372,260,1554,231,1457,421,1554,231,1457,421,818,234,23,40,1825,196,818,234,1825,196
1077,1400000US12031014329,Census Tract 143.29; Duval County; Florida,1249,181,1421,81,1249,181,1133,197,1389,65,1133,197,1389,65,116,70,10,16,1849,374,116,70,1849,374
1078,1400000US12031014330,Census Tract 143.30; Duval County; Florida,1716,119,1873,191,1716,119,1554,112,1858,262,1554,112,1858,262,162,90,0,15,1886,459,162,90,1886,459
1079,1400000US12031014331,Census Tract 143.31; Duval County; Florida,1687,184,1291,192,1687,184,1202,168,1515,341,1202,168,1515,341,485,157,8,13,1178,124,485,157,1178,124
1080,1400000US12031014333,Census Tract 143.33; Duval County; Florida,1587,247,1305,143,1587,247,1202,202,1319,145,1202,202,1319,145,385,191,35,35,1264,284,385,191,1264,284
1081,1400000US12031014334,Census Tract 143.34; Duval County; Florida,1676,206,1537,66,1676,206,1160,219,1570,83,1160,219,1570,83,516,100,0,21,1482,158,516,100,1482,158
1082,1400000US12031014335,Census Tract 143.35; Duval County; Florida,3055,316,1621,115,3055,316,2600,305,1589,116,2600,305,1589,116,455,166,23,35,1751,179,455,166,1751,179
1083,1400000US12031014336,Census Tract 143.36; Duval County; Florida,2244,126,1741,142,2244,126,1561,190,1547,209,1561,190,1547,209,683,208,20,37,2036,194,683,208,2036,194
1084,1400000US12031014338,Census Tract 143.38; Duval County; Florida,1855,317,1409,95,1855,317,1074,246,1354,250,1074,246,1354,250,781,244,47,50,1437,101,781,244,1437,101
1085,1400000US12031014339,Census Tract 143.39; Duval County; Florida,1875,366,1891,503,1875,366,1531,332,2162,652,1531,332,2162,652,344,149,0,15,1679,252,344,149,1679,252
1086,1400000US12031014340,Census Tract 143.40; Duval County; Florida,2060,195,1587,159,2060,195,1885,214,1550,145,1885,214,1550,145,175,107,0,21,2146,364,175,107,2146,364
1087,1400000US12031014341,Census Tract 143.41; Duval County; Florida,1569,192,1762,249,1569,192,906,126,2077,604,906,126,2077,604,663,169,0,15,1684,180,663,169,1684,180
1088,1400000US12031014342,Census Tract 143.42; Duval County; Florida,2061,202,1801,83,2061,202,739,176,1895,92,739,176,1895,92,1322,200,0,21,1652,144,1322,200,1652,144
1089,1400000US12031014343,Census Tract 143.43; Duval County; Florida,2445,467,1695,332,2445,467,1775,496,1563,383,1775,496,1563,383,670,181,11,20,1771,272,670,181,1771,272
1090,1400000US12031014344,Census Tract 143.44; Duval County; Florida,1728,274,2072,228,1728,274,1451,278,2035,489,1451,278,2035,489,277,147,0,21,2223,242,277,147,2223,242
1091,1400000US12031014408,Census Tract 144.08; Duval County; Florida,1798,134,1498,168,1798,134,995,107,2131,246,995,107,2131,246,803,141,39,39,1312,111,803,141,1312,111
1092,1400000US12031014413,Census Tract 144.13; Duval County; Florida,2133,293,1424,79,2133,293,1524,262,1464,399,1524,262,1464,399,609,224,59,69,1395,50,609,224,1395,50
1093,1400000US12031014414,Census Tract 144.14; Duval County; Florida,2886,558,1510,256,2886,558,1188,410,1323,415,1188,410,1323,415,1698,543,218,252,1604,211,1698,543,1604,211
1094,1400000US12031014415,Census Tract 144.15; Duval County; Florida,930,231,1296,200,930,231,0,21,-,**,0,21,-,**,930,231,0,21,1296,200,930,231,1296,200
1095,1400000US12031014416,Census Tract 144.16; Duval County; Florida,1735,201,1625,196,1735,201,1075,205,1679,251,1075,205,1679,251,660,157,0,21,1640,421,660,157,1640,421
1096,1400000US12031014417,Census Tract 144.17; Duval County; Florida,3470,382,1594,133,3470,382,1431,243,1580,295,1431,243,1580,295,2039,362,0,21,1602,149,2039,362,1602,149
1097,1400000US12031014418,Census Tract 144.18; Duval County; Florida,621,88,1632,529,621,88,608,87,1632,529,608,87,1632,529,13,18,13,18,-,**,13,18,-,**
1098,1400000US12031014419,Census Tract 144.19; Duval County; Florida,2355,173,1379,58,2355,173,2003,225,1380,65,2003,225,1380,65,352,239,0,21,1376,116,352,239,1376,116
1099,1400000US12031014420,Census Tract 144.20; Duval County; Florida,1905,172,1692,76,1905,172,906,198,1939,331,906,198,1939,331,999,224,0,15,1750,128,999,224,1750,128
1100,1400000US12031014421,Census Tract 144.21; Duval County; Florida,2371,179,1657,90,2371,179,1474,174,1771,496,1474,174,1771,496,897,241,53,62,1576,169,897,241,1576,169
1101,1400000US12031014422,Census Tract 144.22; Duval County; Florida,1547,218,1716,184,1547,218,554,154,1591,357,554,154,1591,357,993,205,56,91,1887,193,993,205,1887,193
1102,1400000US12031014423,Census Tract 144.23; Duval County; Florida,6822,821,1951,148,6822,821,3928,655,1817,464,3928,655,1817,464,2894,764,0,23,1980,171,2894,764,1980,171
1103,1400000US12031014424,Census Tract 144.24; Duval County; Florida,3376,351,1457,111,3376,351,1773,350,1294,285,1773,350,1294,285,1603,334,0,21,1547,165,1603,334,1547,165
1104,1400000US12031014425,Census Tract 144.25; Duval County; Florida,1684,166,1424,122,1684,166,604,133,1121,146,604,133,1121,146,1080,188,0,15,1487,151,1080,188,1487,151
1105,1400000US12031014426,Census Tract 144.26; Duval County; Florida,2120,214,1296,65,2120,214,763,149,1118,215,763,149,1118,215,1357,221,0,15,1319,50,1357,221,1319,50
1106,1400000US12031014427,Census Tract 144.27; Duval County; Florida,705,189,1230,290,705,189,294,150,944,668,294,150,944,668,411,192,0,15,1334,259,411,192,1334,259
1107,1400000US12031014428,Census Tract 144.28; Duval County; Florida,3442,763,1572,76,3442,763,816,328,1408,115,816,328,1408,115,2626,740,9,22,1657,87,2626,740,1657,87
1108,1400000US12031014500,Census Tract 145; Duval County; Florida,1668,252,1127,58,1668,252,1156,263,1091,74,1156,263,1091,74,512,133,15,19,1204,126,512,133,1204,126
1109,1400000US12031014601,Census Tract 146.01; Duval County; Florida,2459,351,1526,264,2459,351,2296,359,1449,316,2296,359,1449,316,163,97,0,21,2032,508,163,97,2032,508
1110,1400000US12031014603,Census Tract 146.03; Duval County; Florida,2287,178,1280,121,2287,178,1508,199,1373,188,1508,199,1373,188,779,206,0,21,1215,84,779,206,1215,84
1111,1400000US12031014604,Census Tract 146.04; Duval County; Florida,3051,327,1357,77,3051,327,701,199,1610,325,701,199,1610,325,2350,335,236,283,1325,79,2350,335,1325,79
1112,1400000US12031014702,Census Tract 147.02; Duval County; Florida,1006,189,1218,145,1006,189,622,106,1255,217,622,106,1255,217,384,199,37,55,1198,183,384,199,1198,183
1113,1400000US12031014703,Census Tract 147.03; Duval County; Florida,496,67,1646,110,496,67,476,76,1653,102,476,76,1653,102,20,27,6,11,-,**,20,27,-,**
1114,1400000US12031014704,Census Tract 147.04; Duval County; Florida,2567,333,1106,50,2567,333,675,171,1239,429,675,171,1239,429,1892,314,0,21,1099,50,1892,314,1099,50
1115,1400000US12031014800,Census Tract 148; Duval County; Florida,2145,227,1042,107,2145,227,730,208,1216,274,730,208,1216,274,1415,168,0,21,996,120,1415,168,996,120
1116,1400000US12031014901,Census Tract 149.01; Duval County; Florida,2385,464,1353,199,2385,464,1487,183,1054,331,1487,183,1054,331,898,484,18,32,1682,92,898,484,1682,92
1117,1400000US12031014902,Census Tract 149.02; Duval County; Florida,3283,324,1302,62,3283,324,1560,265,1296,116,1560,265,1296,116,1723,373,18,30,1305,77,1723,373,1305,77
1118,1400000US12031015001,Census Tract 150.01; Duval County; Florida,2223,273,1144,77,2223,273,1479,218,1056,118,1479,218,1056,118,744,204,12,19,1238,244,744,204,1238,244
1119,1400000US12031015002,Census Tract 150.02; Duval County; Florida,1513,317,1098,156,1513,317,1075,240,712,530,1075,240,712,530,438,167,0,15,1171,77,438,167,1171,77
1120,1400000US12031015100,Census Tract 151; Duval County; Florida,1604,241,1110,138,1604,241,997,253,1052,247,997,253,1052,247,607,166,5,12,1158,161,607,166,1158,161
1121,1400000US12031015200,Census Tract 152; Duval County; Florida,1516,323,1084,63,1516,323,804,165,860,228,804,165,860,228,712,295,0,15,1166,68,712,295,1166,68
1122,1400000US12031015300,Census Tract 153; Duval County; Florida,1542,202,956,49,1542,202,567,84,982,210,567,84,982,210,975,210,16,18,952,56,975,210,952,56
1123,1400000US12031015400,Census Tract 154; Duval County; Florida,952,145,1012,98,952,145,451,87,861,106,451,87,861,106,501,152,0,15,1145,117,501,152,1145,117
1124,1400000US12031015501,Census Tract 155.01; Duval County; Florida,1504,232,843,102,1504,232,797,260,615,394,797,260,615,394,707,153,0,15,923,190,707,153,923,190
1125,1400000US12031015502,Census Tract 155.02; Duval County; Florida,1856,172,868,67,1856,172,336,114,800,233,336,114,800,233,1520,208,153,118,878,140,1520,208,878,140
1126,1400000US12031015600,Census Tract 156; Duval County; Florida,1738,217,1138,117,1738,217,1198,232,958,145,1198,232,958,145,540,126,18,21,1250,190,540,126,1250,190
1127,1400000US12031015701,Census Tract 157.01; Duval County; Florida,908,267,968,79,908,267,222,83,1227,447,222,83,1227,447,686,266,0,15,926,71,686,266,926,71
1128,1400000US12031015702,Census Tract 157.02; Duval County; Florida,1364,256,970,132,1364,256,611,210,669,136,611,210,669,136,753,216,0,15,1083,116,753,216,1083,116
1129,1400000US12031015803,Census Tract 158.03; Duval County; Florida,1377,141,911,291,1377,141,995,141,723,596,995,141,723,596,382,148,0,15,943,229,382,148,943,229
1130,1400000US12031015804,Census Tract 158.04; Duval County; Florida,1494,159,1291,183,1494,159,1196,197,1261,384,1196,197,1261,384,298,145,14,28,1315,110,298,145,1315,110
1131,1400000US12031015805,Census Tract 158.05; Duval County; Florida,2711,372,1096,109,2711,372,852,355,1216,319,852,355,1216,319,1859,268,7,16,1054,101,1859,268,1054,101
1132,1400000US12031015806,Census Tract 158.06; Duval County; Florida,1408,278,1082,95,1408,278,906,237,935,452,906,237,935,452,502,220,149,179,1342,85,502,220,1342,85
1133,1400000US12031015922,Census Tract 159.22; Duval County; Florida,2120,268,1188,47,2120,268,391,90,939,269,391,90,939,269,1729,255,26,31,1197,43,1729,255,1197,43
1134,1400000US12031015924,Census Tract 159.24; Duval County; Florida,2127,354,1176,140,2127,354,1060,236,1228,269,1060,236,1228,269,1067,320,7,12,1156,156,1067,320,1156,156
1135,1400000US12031015925,Census Tract 159.25; Duval County; Florida,2900,501,1370,99,2900,501,530,234,1353,420,530,234,1353,420,2370,545,340,437,1374,121,2370,545,1374,121
1136,1400000US12031015926,Census Tract 159.26; Duval County; Florida,4343,427,1465,60,4343,427,958,190,1121,134,958,190,1121,134,3385,455,0,21,1563,80,3385,455,1563,80
1137,1400000US12031015927,Census Tract 159.27; Duval County; Florida,1257,369,960,154,1257,369,489,189,1105,301,489,189,1105,301,768,427,0,15,940,198,768,427,940,198
1138,1400000US12031015928,Census Tract 159.28; Duval County; Florida,1145,448,1451,104,1145,448,120,68,1608,181,120,68,1608,181,1025,447,0,15,1436,96,1025,447,1436,96
1139,1400000US12031015929,Census Tract 159.29; Duval County; Florida,2197,260,1654,192,2197,260,999,265,1826,298,999,265,1826,298,1198,262,156,152,1576,180,1198,262,1576,180
1140,1400000US12031016001,Census Tract 160.01; Duval County; Florida,1692,325,1000,155,1692,325,986,341,977,650,986,341,977,650,706,139,4,24,1005,135,706,139,1005,135
1141,1400000US12031016002,Census Tract 160.02; Duval County; Florida,1256,110,1323,65,1256,110,399,120,1142,140,399,120,1142,140,857,138,0,15,1364,72,857,138,1364,72
1142,1400000US12031016101,Census Tract 161.01; Duval County; Florida,1245,225,1007,169,1245,225,750,171,970,83,750,171,970,83,495,230,0,15,1165,440,495,230,1165,440
1143,1400000US12031016102,Census Tract 161.02; Duval County; Florida,1585,284,1163,62,1585,284,793,121,1190,61,793,121,1190,61,792,299,21,35,1136,111,792,299,1136,111
1144,1400000US12031016200,Census Tract 162; Duval County; Florida,1175,173,865,70,1175,173,532,130,768,206,532,130,768,206,643,142,0,15,884,73,643,142,884,73
1145,1400000US12031016300,Census Tract 163; Duval County; Florida,902,148,811,290,902,148,527,132,499,276,527,132,499,276,375,107,18,20,1057,91,375,107,1057,91
1146,1400000US12031016400,Census Tract 164; Duval County; Florida,2389,330,1383,128,2389,330,1866,296,1454,338,1866,296,1454,338,523,211,12,19,1232,124,523,211,1232,124
1147,1400000US12031016500,Census Tract 165; Duval County; Florida,2297,299,1591,280,2297,299,1824,298,1707,453,1824,298,1707,453,473,179,12,20,991,664,473,179,991,664
1148,1400000US12031016603,Census Tract 166.03; Duval County; Florida,1567,222,1336,188,1567,222,1255,229,1263,265,1255,229,1263,265,312,77,21,34,1494,194,312,77,1494,194
1149,1400000US12031016604,Census Tract 166.04; Duval County; Florida,1841,157,1252,127,1841,157,1384,136,1218,155,1384,136,1218,155,457,152,9,14,1330,282,457,152,1330,282
1150,1400000US12031016605,Census Tract 166.05; Duval County; Florida,885,127,1173,152,885,127,451,112,1114,259,451,112,1114,259,434,156,0,15,1208,181,434,156,1208,181
1151,1400000US12031016606,Census Tract 166.06; Duval County; Florida,2150,319,977,46,2150,319,130,99,-,**,130,99,-,**,2020,303,0,15,980,43,2020,303,980,43
1152,1400000US12031016711,Census Tract 167.11; Duval County; Florida,1692,207,1568,149,1692,207,1528,228,1610,114,1528,228,1610,114,164,64,6,9,1286,198,164,64,1286,198
1153,1400000US12031016724,Census Tract 167.24; Duval County; Florida,2755,323,1198,46,2755,323,710,163,1175,393,710,163,1175,393,2045,372,0,21,1199,42,2045,372,1199,42
1154,1400000US12031016725,Census Tract 167.25; Duval County; Florida,1872,186,1231,84,1872,186,750,106,1724,288,750,106,1724,288,1122,209,13,20,1167,60,1122,209,1167,60
1155,1400000US12031016726,Census Tract 167.26; Duval County; Florida,1651,220,1361,216,1651,220,1143,187,1084,253,1143,187,1084,253,508,157,53,70,1657,124,508,157,1657,124
1156,1400000US12031016727,Census Tract 167.27; Duval County; Florida,1807,436,1421,382,1807,436,869,398,1186,798,869,398,1186,798,938,195,0,15,1788,620,938,195,1788,620
1157,1400000US12031016728,Census Tract 167.28; Duval County; Florida,2071,285,1386,278,2071,285,1823,218,1243,251,1823,218,1243,251,248,145,7,11,1810,197,248,145,1810,197
1158,1400000US12031016729,Census Tract 167.29; Duval County; Florida,2558,239,1443,87,2558,239,1559,224,1443,208,1559,224,1443,208,999,214,0,21,1443,77,999,214,1443,77
1159,1400000US12031016730,Census Tract 167.30; Duval County; Florida,1120,201,1857,111,1120,201,1033,202,1855,104,1033,202,1855,104,87,63,0,15,2026,1461,87,63,2026,1461
1160,1400000US12031016731,Census Tract 167.31; Duval County; Florida,2468,308,1160,81,2468,308,1254,349,1143,160,1254,349,1143,160,1214,221,4,13,1171,113,1214,221,1171,113
1161,1400000US12031016801,Census Tract 168.01; Duval County; Florida,935,165,1510,293,935,165,891,158,1481,273,891,158,1481,273,44,40,0,15,2119,673,44,40,2119,673
1162,1400000US12031016803,Census Tract 168.03; Duval County; Florida,2746,274,1723,236,2746,274,2544,283,1708,228,2544,283,1708,228,202,100,134,89,2074,449,202,100,2074,449
1163,1400000US12031016804,Census Tract 168.04; Duval County; Florida,3302,367,1630,240,3302,367,3202,394,1591,247,3202,394,1591,247,100,88,14,24,2173,304,100,88,2173,304
1164,1400000US12031016807,Census Tract 168.07; Duval County; Florida,1678,186,1291,79,1678,186,981,186,1222,142,981,186,1222,142,697,216,43,55,1353,100,697,216,1353,100
1165,1400000US12031016808,Census Tract 168.08; Duval County; Florida,1687,216,1339,89,1687,216,782,221,1071,241,782,221,1071,241,905,137,37,44,1444,79,905,137,1444,79
