,geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
2342,1400000US12083000707,Census Tract 7.07; Marion County; Florida,495,139,495,139,60399,17485
2343,1400000US12083000803,Census Tract 8.03; Marion County; Florida,900,182,900,182,50875,35416
2344,1400000US12083000804,Census Tract 8.04; Marion County; Florida,447,108,447,108,-,**
2345,1400000US12083000805,Census Tract 8.05; Marion County; Florida,1528,444,1528,444,70623,5129
2346,1400000US12083000806,Census Tract 8.06; Marion County; Florida,726,221,726,221,85278,35850
2347,1400000US12083000807,Census Tract 8.07; Marion County; Florida,764,246,764,246,91033,30473
2348,1400000US12083000808,Census Tract 8.08; Marion County; Florida,889,181,889,181,80637,19510
2349,1400000US12083000809,Census Tract 8.09; Marion County; Florida,894,137,894,137,64421,20015
2350,1400000US12083000810,Census Tract 8.10; Marion County; Florida,1013,301,1013,301,66529,2243
2351,1400000US12083000811,Census Tract 8.11; Marion County; Florida,1440,263,1440,263,91474,16460
2352,1400000US12083000901,Census Tract 9.01; Marion County; Florida,1577,310,1577,310,61209,14216
2353,1400000US12083000903,Census Tract 9.03; Marion County; Florida,920,200,920,200,65000,27940
2354,1400000US12083000904,Census Tract 9.04; Marion County; Florida,2053,414,2053,414,66114,15517
2355,1400000US12083001003,Census Tract 10.03; Marion County; Florida,348,96,348,96,46042,23936
2356,1400000US12083001005,Census Tract 10.05; Marion County; Florida,2250,350,2250,350,75799,11071
2357,1400000US12083001007,Census Tract 10.07; Marion County; Florida,2048,374,2048,374,68298,9915
2358,1400000US12083001008,Census Tract 10.08; Marion County; Florida,1249,198,1249,198,66165,11770
2359,1400000US12083001009,Census Tract 10.09; Marion County; Florida,2365,291,2365,291,100768,29995
2360,1400000US12083001010,Census Tract 10.10; Marion County; Florida,1260,308,1260,308,55347,13510
2361,1400000US12083001011,Census Tract 10.11; Marion County; Florida,1406,254,1406,254,70285,6609
2362,1400000US12083001012,Census Tract 10.12; Marion County; Florida,1187,349,1187,349,53418,6495
2363,1400000US12083001013,Census Tract 10.13; Marion County; Florida,2060,409,2060,409,74924,6348
2364,1400000US12083001102,Census Tract 11.02; Marion County; Florida,930,159,930,159,53365,15780
2365,1400000US12083001103,Census Tract 11.03; Marion County; Florida,2296,379,2296,379,72371,17665
2366,1400000US12083001105,Census Tract 11.05; Marion County; Florida,1085,210,1085,210,66039,13334
2367,1400000US12083001106,Census Tract 11.06; Marion County; Florida,822,222,822,222,47155,46800
2368,1400000US12083001204,Census Tract 12.04; Marion County; Florida,1813,332,1813,332,54422,10610
2369,1400000US12083001205,Census Tract 12.05; Marion County; Florida,1158,149,1158,149,85208,12388
2370,1400000US12083001206,Census Tract 12.06; Marion County; Florida,798,280,798,280,58505,647
2371,1400000US12083001208,Census Tract 12.08; Marion County; Florida,1027,207,1027,207,80506,4479
2372,1400000US12083001209,Census Tract 12.09; Marion County; Florida,1088,220,1088,220,108632,42847
2373,1400000US12083001210,Census Tract 12.10; Marion County; Florida,1477,340,1477,340,62698,24027
2374,1400000US12083001211,Census Tract 12.11; Marion County; Florida,579,134,579,134,57125,22885
2375,1400000US12083001301,Census Tract 13.01; Marion County; Florida,1932,360,1932,360,82128,14767
2376,1400000US12083001302,Census Tract 13.02; Marion County; Florida,2162,316,2162,316,66290,4958
2377,1400000US12083001401,Census Tract 14.01; Marion County; Florida,1181,224,1181,224,40038,5419
2378,1400000US12083001403,Census Tract 14.03; Marion County; Florida,1250,283,1250,283,61885,15068
2379,1400000US12083001404,Census Tract 14.04; Marion County; Florida,264,99,264,99,38505,3283
2380,1400000US12083001500,Census Tract 15; Marion County; Florida,639,190,639,190,39568,2767
2381,1400000US12083001600,Census Tract 16; Marion County; Florida,557,111,557,111,51576,11376
2382,1400000US12083001700,Census Tract 17; Marion County; Florida,1441,232,1441,232,19926,9005
2383,1400000US12083001800,Census Tract 18; Marion County; Florida,452,147,452,147,41894,11467
2384,1400000US12083001900,Census Tract 19; Marion County; Florida,571,135,571,135,68065,8470
2385,1400000US12083002001,Census Tract 20.01; Marion County; Florida,674,195,674,195,46711,21593
2386,1400000US12083002002,Census Tract 20.02; Marion County; Florida,973,258,973,258,50104,24871
2387,1400000US12083002100,Census Tract 21; Marion County; Florida,1343,174,1343,174,99913,19234
2388,1400000US12083002201,Census Tract 22.01; Marion County; Florida,862,139,862,139,71759,15599
2389,1400000US12083002202,Census Tract 22.02; Marion County; Florida,1049,268,1049,268,115461,23459
2390,1400000US12083002203,Census Tract 22.03; Marion County; Florida,2103,459,2103,459,87260,38991
2391,1400000US12083002302,Census Tract 23.02; Marion County; Florida,1876,300,1876,300,67391,15675
2392,1400000US12083002303,Census Tract 23.03; Marion County; Florida,337,142,337,142,45464,14999
2393,1400000US12083002304,Census Tract 23.04; Marion County; Florida,1191,201,1191,201,79485,41358
2394,1400000US12083002401,Census Tract 24.01; Marion County; Florida,1041,193,1041,193,79886,37155
2395,1400000US12083002402,Census Tract 24.02; Marion County; Florida,1620,286,1620,286,93563,15639
2396,1400000US12083002503,Census Tract 25.03; Marion County; Florida,1978,422,1978,422,94107,37098
2397,1400000US12083002504,Census Tract 25.04; Marion County; Florida,1799,218,1799,218,64583,17080
2398,1400000US12083002505,Census Tract 25.05; Marion County; Florida,1852,339,1852,339,68656,12482
2399,1400000US12083002506,Census Tract 25.06; Marion County; Florida,623,220,623,220,71405,30449
2400,1400000US12083002507,Census Tract 25.07; Marion County; Florida,1274,259,1274,259,80625,23997
2401,1400000US12083002602,Census Tract 26.02; Marion County; Florida,1949,318,1949,318,58107,12702
2402,1400000US12083002604,Census Tract 26.04; Marion County; Florida,1199,183,1199,183,68095,5328
2403,1400000US12083002605,Census Tract 26.05; Marion County; Florida,2818,350,2818,350,70926,8877
2404,1400000US12083002607,Census Tract 26.07; Marion County; Florida,1011,161,1011,161,54200,8799
2405,1400000US12083002608,Census Tract 26.08; Marion County; Florida,778,151,778,151,80577,16069
2406,1400000US12083002609,Census Tract 26.09; Marion County; Florida,1020,210,1020,210,70391,28609
2407,1400000US12083002610,Census Tract 26.10; Marion County; Florida,1324,265,1324,265,57946,11371
2408,1400000US12083002703,Census Tract 27.03; Marion County; Florida,662,98,662,98,55536,11711
2409,1400000US12083002704,Census Tract 27.04; Marion County; Florida,1376,184,1376,184,56287,11227
2410,1400000US12083002705,Census Tract 27.05; Marion County; Florida,1340,292,1340,292,56583,21283
2411,1400000US12083002706,Census Tract 27.06; Marion County; Florida,510,189,510,189,60278,2754
2412,1400000US12083980000,Census Tract 9800; Marion County; Florida,0,15,0,15,-,**
2413,1400000US12083980100,Census Tract 9801; Marion County; Florida,0,15,0,15,-,**
2414,1400000US12085000100,Census Tract 1; Martin County; Florida,924,195,924,195,148636,51025
2415,1400000US12085000200,Census Tract 2; Martin County; Florida,974,149,974,149,118875,25130
2416,1400000US12085000300,Census Tract 3; Martin County; Florida,1565,270,1565,270,88231,27574
2417,1400000US12085000400,Census Tract 4; Martin County; Florida,1859,265,1859,265,89732,22483
2418,1400000US12085000501,Census Tract 5.01; Martin County; Florida,911,171,911,171,88835,9158
2419,1400000US12085000502,Census Tract 5.02; Martin County; Florida,578,75,578,75,162857,50223
2420,1400000US12085000603,Census Tract 6.03; Martin County; Florida,1624,244,1624,244,110047,36829
2421,1400000US12085000604,Census Tract 6.04; Martin County; Florida,1950,322,1950,322,166719,48605
2422,1400000US12085000606,Census Tract 6.06; Martin County; Florida,2069,401,2069,401,131730,9064
2423,1400000US12085000607,Census Tract 6.07; Martin County; Florida,733,113,733,113,101438,10514
2424,1400000US12085000610,Census Tract 6.10; Martin County; Florida,1130,127,1130,127,124659,12957
2425,1400000US12085000701,Census Tract 7.01; Martin County; Florida,676,224,676,224,125124,38357
2426,1400000US12085000702,Census Tract 7.02; Martin County; Florida,425,143,425,143,60625,21577
2427,1400000US12085000800,Census Tract 8; Martin County; Florida,458,134,458,134,60714,28940
2428,1400000US12085000901,Census Tract 9.01; Martin County; Florida,543,112,543,112,79647,19901
2429,1400000US12085000902,Census Tract 9.02; Martin County; Florida,1125,257,1125,257,109485,28348
2430,1400000US12085001000,Census Tract 10; Martin County; Florida,1288,286,1288,286,61383,29150
2431,1400000US12085001103,Census Tract 11.03; Martin County; Florida,859,194,859,194,95175,16151
2432,1400000US12085001105,Census Tract 11.05; Martin County; Florida,975,179,975,179,90778,21517
2433,1400000US12085001106,Census Tract 11.06; Martin County; Florida,1421,246,1421,246,101227,14285
2434,1400000US12085001107,Census Tract 11.07; Martin County; Florida,519,128,519,128,73458,19116
2435,1400000US12085001108,Census Tract 11.08; Martin County; Florida,1695,295,1695,295,101659,4225
2436,1400000US12085001200,Census Tract 12; Martin County; Florida,512,117,512,117,60096,25229
2437,1400000US12085001301,Census Tract 13.01; Martin County; Florida,1282,252,1282,252,67427,9402
2438,1400000US12085001302,Census Tract 13.02; Martin County; Florida,1420,233,1420,233,100565,10118
2439,1400000US12085001404,Census Tract 14.04; Martin County; Florida,1467,196,1467,196,91386,9582
2440,1400000US12085001406,Census Tract 14.06; Martin County; Florida,1092,125,1092,125,101603,25190
2441,1400000US12085001407,Census Tract 14.07; Martin County; Florida,369,108,369,108,70117,13544
2442,1400000US12085001408,Census Tract 14.08; Martin County; Florida,978,449,978,449,50957,25722
2443,1400000US12085001409,Census Tract 14.09; Martin County; Florida,875,159,875,159,109250,12808
2444,1400000US12085001410,Census Tract 14.10; Martin County; Florida,1718,260,1718,260,80769,25287
2445,1400000US12085001500,Census Tract 15; Martin County; Florida,1151,303,1151,303,165437,29469
2446,1400000US12085001601,Census Tract 16.01; Martin County; Florida,1457,424,1457,424,114232,10750
2447,1400000US12085001602,Census Tract 16.02; Martin County; Florida,344,48,344,48,"250,000+",***
2448,1400000US12085001701,Census Tract 17.01; Martin County; Florida,956,182,956,182,126898,25136
2449,1400000US12085001702,Census Tract 17.02; Martin County; Florida,572,122,572,122,77016,69985
2450,1400000US12085001703,Census Tract 17.03; Martin County; Florida,1491,261,1491,261,83059,47215
2451,1400000US12085001803,Census Tract 18.03; Martin County; Florida,408,123,408,123,42191,19667
2452,1400000US12085001804,Census Tract 18.04; Martin County; Florida,1069,187,1069,187,47097,13081
2453,1400000US12085001805,Census Tract 18.05; Martin County; Florida,225,53,225,53,47554,14143
2454,1400000US12085001806,Census Tract 18.06; Martin County; Florida,89,59,89,59,66023,38770
2455,1400000US12085990000,Census Tract 9900; Martin County; Florida,0,15,0,15,-,**
2456,1400000US12085990100,Census Tract 9901; Martin County; Florida,0,15,0,15,-,**
2457,1400000US12086000107,Census Tract 1.07; Miami-Dade County; Florida,710,185,710,185,88421,27473
2458,1400000US12086000109,Census Tract 1.09; Miami-Dade County; Florida,764,189,764,189,63611,25943
2459,1400000US12086000115,Census Tract 1.15; Miami-Dade County; Florida,472,86,472,86,111250,56162
2460,1400000US12086000118,Census Tract 1.18; Miami-Dade County; Florida,357,85,357,85,132639,70780
2461,1400000US12086000120,Census Tract 1.20; Miami-Dade County; Florida,916,150,916,150,87708,18530
2462,1400000US12086000121,Census Tract 1.21; Miami-Dade County; Florida,517,103,517,103,123950,47706
2463,1400000US12086000122,Census Tract 1.22; Miami-Dade County; Florida,1054,209,1054,209,145469,75062
2464,1400000US12086000123,Census Tract 1.23; Miami-Dade County; Florida,1168,190,1168,190,107222,34030
2465,1400000US12086000124,Census Tract 1.24; Miami-Dade County; Florida,613,148,613,148,48592,5220
2466,1400000US12086000125,Census Tract 1.25; Miami-Dade County; Florida,938,196,938,196,59182,21239
2467,1400000US12086000126,Census Tract 1.26; Miami-Dade County; Florida,654,122,654,122,-,**
2468,1400000US12086000127,Census Tract 1.27; Miami-Dade County; Florida,591,170,591,170,80268,36076
2469,1400000US12086000128,Census Tract 1.28; Miami-Dade County; Florida,1183,332,1183,332,81806,28426
2470,1400000US12086000129,Census Tract 1.29; Miami-Dade County; Florida,669,126,669,126,172589,26797
2471,1400000US12086000130,Census Tract 1.30; Miami-Dade County; Florida,790,156,790,156,129853,43383
2472,1400000US12086000131,Census Tract 1.31; Miami-Dade County; Florida,1172,207,1172,207,80833,46907
2473,1400000US12086000132,Census Tract 1.32; Miami-Dade County; Florida,1115,236,1115,236,54375,15044
2474,1400000US12086000134,Census Tract 1.34; Miami-Dade County; Florida,857,252,857,252,86651,19647
2475,1400000US12086000140,Census Tract 1.40; Miami-Dade County; Florida,882,279,882,279,73510,7614
2476,1400000US12086000141,Census Tract 1.41; Miami-Dade County; Florida,526,216,526,216,102688,59502
2477,1400000US12086000142,Census Tract 1.42; Miami-Dade County; Florida,1324,242,1324,242,86131,14993
2478,1400000US12086000143,Census Tract 1.43; Miami-Dade County; Florida,796,188,796,188,66167,8586
2479,1400000US12086000144,Census Tract 1.44; Miami-Dade County; Florida,312,132,312,132,-,**
2480,1400000US12086000145,Census Tract 1.45; Miami-Dade County; Florida,923,345,923,345,114985,58527
2481,1400000US12086000146,Census Tract 1.46; Miami-Dade County; Florida,1192,248,1192,248,123529,50189
2482,1400000US12086000204,Census Tract 2.04; Miami-Dade County; Florida,1005,145,1005,145,59710,17168
2483,1400000US12086000206,Census Tract 2.06; Miami-Dade County; Florida,1558,292,1558,292,49653,7382
2484,1400000US12086000211,Census Tract 2.11; Miami-Dade County; Florida,752,108,752,108,72045,19822
2485,1400000US12086000212,Census Tract 2.12; Miami-Dade County; Florida,1159,229,1159,229,43355,15591
2486,1400000US12086000213,Census Tract 2.13; Miami-Dade County; Florida,1225,161,1225,161,85049,25120
2487,1400000US12086000215,Census Tract 2.15; Miami-Dade County; Florida,1165,240,1165,240,71882,6411
2488,1400000US12086000216,Census Tract 2.16; Miami-Dade County; Florida,1003,179,1003,179,69078,15067
2489,1400000US12086000218,Census Tract 2.18; Miami-Dade County; Florida,708,95,708,95,46216,14165
2490,1400000US12086000219,Census Tract 2.19; Miami-Dade County; Florida,1129,196,1129,196,48958,10529
2491,1400000US12086000220,Census Tract 2.20; Miami-Dade County; Florida,1174,265,1174,265,49885,12983
2492,1400000US12086000221,Census Tract 2.21; Miami-Dade County; Florida,476,142,476,142,57388,26694
2493,1400000US12086000222,Census Tract 2.22; Miami-Dade County; Florida,836,173,836,173,60903,33848
2494,1400000US12086000223,Census Tract 2.23; Miami-Dade County; Florida,716,282,716,282,38294,7364
2495,1400000US12086000224,Census Tract 2.24; Miami-Dade County; Florida,1003,218,1003,218,36838,23015
2496,1400000US12086000225,Census Tract 2.25; Miami-Dade County; Florida,1141,316,1141,316,57934,24236
2497,1400000US12086000226,Census Tract 2.26; Miami-Dade County; Florida,571,160,571,160,90927,18133
2498,1400000US12086000227,Census Tract 2.27; Miami-Dade County; Florida,749,124,749,124,52303,25167
2499,1400000US12086000228,Census Tract 2.28; Miami-Dade County; Florida,652,108,652,108,42667,6567
2500,1400000US12086000302,Census Tract 3.02; Miami-Dade County; Florida,381,92,381,92,83323,6640
2501,1400000US12086000306,Census Tract 3.06; Miami-Dade County; Florida,908,179,908,179,55682,12807
2502,1400000US12086000307,Census Tract 3.07; Miami-Dade County; Florida,873,125,873,125,65354,17614
2503,1400000US12086000308,Census Tract 3.08; Miami-Dade County; Florida,1084,142,1084,142,75769,16858
2504,1400000US12086000309,Census Tract 3.09; Miami-Dade County; Florida,902,173,902,173,37326,20136
